,Probabilidad predicciones de test
1250,0.08830732325811604
1251,0.07451956392634358
1252,0.2775151801257693
1253,0.09630096049587576
1254,0.1135198997487133
1255,0.17512607679606687
1256,0.20325550571064033
1257,0.27768512966668496
1258,0.03790065681890209
1259,0.24261463952391168
1260,0.08675015717637849
1261,0.12342728677474439
1262,0.1671492082010527
1263,0.2241705826576216
1264,0.1887888868821072
1265,0.062182907746217826
1266,0.04613548723718215
1267,0.3911391775719845
1268,0.17183361808237185
1269,0.22692205860941658
1270,0.047844572773951315
1271,0.2356833908678375
1272,0.3439225235616236
1273,0.27771700175076397
1274,0.1985700398711366
1275,0.3815060051698818
1276,0.13345871473563273
1277,0.03210533973245838
1278,0.27309180386741183
1279,0.0850391615307394
1280,0.276038854428685
1281,0.07789421814845543
1282,0.18525459944951467
1283,0.17337468945145912
1284,0.09704406674062223
1285,0.2670516395092666
1286,0.2096285748703496
1287,0.052335298098009964
1288,0.1384852787605057
1289,0.22547292263144705
1290,0.3771375256177208
1291,0.25141311459855825
1292,0.07042549876547882
1293,0.1601459309471143
1294,0.039742454101393404
1295,0.42669693771388695
1296,0.21891104130438765
1297,0.032397420533013754
1298,0.1824186088514267
1299,0.13974250104609026
1300,0.43829707873825535
1301,0.26303994628571714
1302,0.12245771934206627
1303,0.05762359109816737
1304,0.11851189444986994
1305,0.05597531000073374
1306,0.1866654061569315
1307,0.3777705315342403
1308,0.17725590479827766
1309,0.17186115265147375
1310,0.15392357264241616
1311,0.4164113519051633
1312,0.38484484063995533
1313,0.10062627431048486
1314,0.352054754908693
1315,0.16185851185851183
1316,0.07795822453154802
1317,0.2986042441550916
1318,0.28203568371982324
1319,0.05913798223120255
1320,0.18618904174736675
1321,0.26047902082160695
1322,0.19518981950437592
1323,0.07909135748118798
1324,0.17764289575631864
1325,0.08808479490905895
1326,0.16877229422569573
1327,0.07884462985410143
1328,0.1301449482905116
1329,0.25958833133558956
1330,0.269964859371639
1331,0.0736075757262198
1332,0.3350033812455756
1333,0.11711116603938136
1334,0.1623977007563092
1335,0.05985064840997043
1336,0.11342947363963264
1337,0.20538735063909544
1338,0.48824791501432646
1339,0.12891247078684764
1340,0.06026639897527235
1341,0.2674556269770627
1342,0.11375584017198648
1343,0.091357885126579
1344,0.04792211776259633
1345,0.14187465215630723
1346,0.06180554724161968
1347,0.1411189430007974
1348,0.2565712564884363
1349,0.03542938130360075
1350,0.11455299251909423
1351,0.12326032549113307
1352,0.18913641966063652
1353,0.09852563337109697
1354,0.15413469003947566
1355,0.03727161100042456
1356,0.0805371947944231
1357,0.19406400253857886
1358,0.35393233908543237
1359,0.15969343106997047
1360,0.34019084050502957
1361,0.1659629717639898
1362,0.19451891024672682
1363,0.23497555074075524
1364,0.20499219218062684
1365,0.04728805406771509
1366,0.06907207669919535
1367,0.12168928466483167
1368,0.41146216442592765
1369,0.32463759393758873
1370,0.4892674102419863
1371,0.16396180594441073
1372,0.292412880014361
1373,0.06476549188413594
1374,0.18147884942501083
1375,0.18964780291060543
1376,0.1921344349310451
1377,0.15509015651089425
1378,0.0914193386651014
1379,0.15977818339483343
1380,0.16027298188315137
1381,0.1122862072014614
1382,0.05581995687927892
1383,0.1205837120426685
1384,0.09783499614008086
1385,0.0927205562798783
1386,0.045281878667248865
1387,0.35573761374057844
1388,0.14237509979035398
1389,0.30953047641463255
1390,0.1526191322801492
1391,0.29850713289147984
1392,0.1712717053818748
1393,0.1422700181174758
1394,0.30751101872343417
1395,0.28273926162169327
1396,0.14394907623849829
1397,0.2924929474645945
1398,0.09134590345956244
1399,0.23729754653234233
1400,0.361697372823993
1401,0.35890245009072735
1402,0.19272251858314737
1403,0.272335863113572
1404,0.25588522121095447
1405,0.30426555036656333
1406,0.3023203131752483
1407,0.15843221797018514
1408,0.05181127723500605
1409,0.15799924706953614
1410,0.1918411100365238
1411,0.09466624636181756
1412,0.07286645983346579
1413,0.2966369493288736
1414,0.40345946288119766
1415,0.3463136617069245
1416,0.2770508086684558
1417,0.1361627068880309
1418,0.14646616681630062
1419,0.15586604106898483
1420,0.28013275443681596
1421,0.06963560670728641
1422,0.21248877291473175
1423,0.045295541255506194
1424,0.15633354652087925
1425,0.10183406229347353
1426,0.03964700415348471
1427,0.16841910226961315
1428,0.18155801313696052
1429,0.19837067358253802
1430,0.17448599967293882
1431,0.13459415201688385
1432,0.1592976887593039
1433,0.23233027957604224
1434,0.10218997888489417
1435,0.24720905271752736
1436,0.23471665653869045
1437,0.29987056408712487
1438,0.19131325870040888
1439,0.11000239877489705
1440,0.27388938985137234
1441,0.056672697986257306
1442,0.3039459050052271
1443,0.08933945564055233
1444,0.20862889464584378
1445,0.06994765278663585
1446,0.24323022455109186
1447,0.08265227996035572
1448,0.40700042498397443
1449,0.03594316857028721
1450,0.07963509340627985
1451,0.22358806447789487
1452,0.043743932621051265
1453,0.17838170248772026
1454,0.1579052068458848
1455,0.3892902987120334
1456,0.2653349748291895
1457,0.06242371877965099
1458,0.07769199941367645
1459,0.18568175205762447
1460,0.16972752499723046
1461,0.07281689591011625
1462,0.14908754187300124
1463,0.08798535112094434
1464,0.10554493372289983
1465,0.2984205005142193
1466,0.281922306177513
1467,0.36103436367709346
1468,0.44070110634168486
1469,0.20742252751309154
1470,0.07955761005362202
1471,0.17733145699247388
1472,0.3174418257419254
1473,0.18592625093413429
1474,0.131912737910534
1475,0.07350434666818847
1476,0.0829025226831807
1477,0.13325484612872449
1478,0.1998382502619791
1479,0.05912050896680339
1480,0.11845457504467309
1481,0.4223005254411037
1482,0.3395250964243713
1483,0.11989902752614616
1484,0.10461461012308472
1485,0.07783682889615091
1486,0.11052780119330462
1487,0.23592059990929573
1488,0.06673543582815766
1489,0.2608048768062149
1490,0.2583628040264681
1491,0.2599670943949511
1492,0.04508743352212944
1493,0.1302410865970188
1494,0.03612954057869313
1495,0.3230021650962775
1496,0.09528523265811399
1497,0.16900895714455036
1498,0.1362391485771346
1499,0.3317968795909972
1500,0.019176465313055543
1501,0.2511997746254822
1502,0.2334034069951318
1503,0.32962809558833756
1504,0.14760445093965885
1505,0.10936989093768752
1506,0.06363951491070134
1507,0.2005925532772623
1508,0.1038484206978723
1509,0.054693682485307614
1510,0.21761373560325944
1511,0.09602501233857165
1512,0.07278090035684412
1513,0.09876294419841199
1514,0.14494923026827308
1515,0.25772025000589294
1516,0.27278716907331074
1517,0.20697729214967084
1518,0.08838961966663773
1519,0.0654403035758968
1520,0.23657441898967313
1521,0.36065620663078285
1522,0.0771478622924286
1523,0.06063193573163663
1524,0.11007308254317223
1525,0.18270454697817354
1526,0.17121020112047033
1527,0.23760535851303025
1528,0.045429595329894434
1529,0.24177477372891124
1530,0.14690825495910242
1531,0.1924038375309562
1532,0.22647863887893796
1533,0.39884661007542355
1534,0.07432449847704084
1535,0.12431854084396458
1536,0.11891097759741824
1537,0.11752549866956646
1538,0.11139461052222764
1539,0.06082773159044346
1540,0.3753286861213082
1541,0.2814889887592832
1542,0.07690958601975549
1543,0.27093833154401453
1544,0.14435090591620994
1545,0.31832342690429877
1546,0.366277882710093
1547,0.12535422832033
1548,0.060712663043171515
1549,0.1253935600809453
1550,0.03579163303739575
1551,0.35441259622723864
1552,0.14847254311361985
1553,0.09131287478745106
1554,0.23890503721012193
1555,0.08073567584947235
1556,0.20112064332403315
1557,0.17699197752721396
1558,0.1704487715252407
1559,0.14446329721753448
1560,0.38291638949402507
1561,0.3056713018591917
1562,0.3110718616477655
1563,0.27120398683597013
1564,0.05938215895843014
1565,0.21371001333612313
1566,0.06639187868001428
1567,0.3077636070761958
1568,0.24529182625837445
1569,0.1479352301197894
1570,0.11796377885872555
1571,0.23584169692312665
1572,0.3012620148213369
1573,0.21990990391971652
1574,0.03773471442962969
1575,0.23888058329602124
1576,0.19320334635638728
1577,0.04277205845002455
1578,0.1537220506313228
1579,0.2935084317262272
1580,0.09363228625441986
1581,0.2033631622614673
1582,0.05786953289752844
1583,0.0985744725287253
1584,0.11571910512588476
1585,0.24883269903289404
1586,0.027631402965925717
1587,0.1629778083856638
1588,0.16909596210443664
1589,0.3628094755213399
1590,0.1506161875678326
1591,0.29491703368822014
1592,0.06797748181928973
